image_path,hueColorPrincipal,saturationColorPrincipal,brightnessColorPrincipal,num_colors,avg_hue_diff,avg_saturation,avg_pure_saturation,avg_lightness,avg_pure_lightness,Jerarquia
paso1_procesamientoImagenes/imagesVibrant\Vibrante_014.jpg,8.759124088,98.56115108,72.74509804,6,172.6208791,63.76079301,,49.17647059,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_015.jpg,45.07936508,76.51821862,48.43137255,5,31.41141785,9.688735178,,19.65686275,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_016.jpg,160,37.5,3.137254902,6,138.2776513,53.25466335,,16.39215686,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_017.jpg,11.15044248,55.12195122,40.19607843,6,63.48648649,26.48992493,,20.74509804,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_018.jpg,14.45783133,97.64705882,33.33333333,6,82.1677882,39.48211446,,14.19607843,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_019.jpg,210,61.76470588,13.33333333,6,199.3051141,32.40930233,,31.1372549,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_020.jpg,46.85258964,100,50.78431373,6,129.7323529,60.41161388,,14.35294118,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_021.jpg,353.220339,98.88268156,64.90196078,6,169.2881201,20.4,,11.92156863,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_022.jpg,49.72972973,56.92307692,61.76470588,6,60.64663145,25.9600496,,13.64705882,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_023.jpg,31.57894737,29.84293194,37.45098039,5,102.2052134,22.5193561,,19.01960784,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_024.jpg,30,20.51282051,54.11764706,6,253.2408607,72.33415672,,12.50980392,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_025.jpg,353.5714286,98.24561404,44.70588235,6,116.9868613,18.88,,25.17647059,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_026.jpg,15.14018692,47.13656388,44.50980392,6,185.0977017,34.51984932,,22.54901961,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_027.jpg,34.63917526,48.74371859,60.98039216,6,55.2559786,11.14754013,,10.98039216,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_028.jpg,123.1578947,44.60093897,41.76470588,6,28.24198416,22.63935837,,23.25490196,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_029.jpg,205.1282051,68.42105263,66.47058824,5,145.464843,16.02117445,,13.57843137,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_030.jpg,25.28301887,85.94594595,63.7254902,6,137.4802516,27.05502238,,14.90196078,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_031.jpg,33.52941176,23.28767123,28.62745098,6,102.7514655,55.99805303,,14.35294118,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_032.jpg,107.3684211,51.35135135,7.254901961,5,73.38424484,34.68444012,,31.07843137,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_033.jpg,77.89473684,100,11.17647059,6,28.28994916,27.28682171,,35.60784314,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_034.jpg,38.57142857,51.2195122,48.23529412,4,33.0974026,79.99490316,,20.65359477,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_035.jpg,35.04,100,49.01960784,6,65.36504613,29.01925661,,39.64705882,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_036.jpg,60,16.66666667,2.352941176,5,32.67857143,6.862745098,,24.21568627,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_037.jpg,144.5454545,78.57142857,5.490196078,6,49.18551575,30.17914303,,15.64705882,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_038.jpg,30.70588235,100,33.33333333,6,56.65398144,30.8496732,,29.64705882,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_039.jpg,26.66666667,84,85.29411765,6,34.72922078,52.67225999,,31.21568627,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_040.jpg,45.8974359,96.69421488,47.45098039,6,237.1548387,77.34032329,,22.8627451,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_041.jpg,202.5,39.3442623,47.84313725,6,139.6886102,31.40061413,,22.31372549,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_042.jpg,240,1.960784314,20,6,171.8571388,36.5402381,,17.33333333,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_043.jpg,217.5,10.81081081,85.49019608,6,73.87441516,45.37364418,,14.66666667,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_044.jpg,17.8125,25.6,50.98039216,6,185.7210677,10.25553034,,28.03921569,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_045.jpg,44.32653061,100,48.03921569,6,52.99861905,54.27977556,,22.43137255,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_046.jpg,26.47058824,47.22222222,14.11764706,6,48.30977301,33.35739781,,15.45098039,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_047.jpg,228.2142857,24.56140351,44.70588235,6,122.350905,30.84913919,,26.58823529,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_048.jpg,0,0,0,6,23.24369748,4.026845638,,29.68627451,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_049.jpg,47.54716981,100,79.21568627,6,89.63324675,32.0151193,,26.74509804,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_050.jpg,258.3333333,29.26829268,51.76470588,6,111.2357143,34.31437818,,9.019607843,,Espiral
paso1_procesamientoImagenes/imagesVibrant\Vibrante_001.jpg,,,,6,102.5911751,15.28303201,,29.1372549,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_002.jpg,,,,6,80.92826183,,17.56132899,44.43137255,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_003.jpg,,,,5,93.2,76.87240053,,46.17647059,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_004.jpg,,,,6,52.48351648,27.92857143,,12.39215686,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_005.jpg,,,,6,204.5444653,24.23133708,,20.03921569,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_006.jpg,,,,3,247.8264828,47.88928511,,,30.26143791,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_007.jpg,,,,6,146.6798931,33.12366832,,19.01960784,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_008.jpg,,,,6,47.50401178,22.3519509,,15.88235294,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_009.jpg,,,,4,23.55234612,15.70831035,,11.4379085,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_010.jpg,,,,5,11.51408859,31.13319989,,27.89215686,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_011.jpg,,,,6,58.1814614,47.6886928,,24.03921569,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_012.jpg,,,,6,157.7571018,30.10293064,,33.80392157,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_013.jpg,,,,6,137.419721,51.70041982,,27.33333333,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_014.jpg,,,,6,198.2286996,59.65215572,,40.07843137,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_015.jpg,,,,6,15.50462561,23.9596562,,30.03921569,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_016.jpg,,,,6,140.4193757,17.93103448,,6.784313725,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_017.jpg,,,,5,150.9497751,25.21116606,,17.05882353,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_018.jpg,,,,6,63.4117175,19.19921556,,10.70588235,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_019.jpg,,,,6,125.0215418,48.18177975,,26.39215686,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_020.jpg,,,,6,70.18166616,57.38515281,,16.74509804,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_021.jpg,,,,6,149.6033613,18.19742489,,15.01960784,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_022.jpg,,,,6,174.9619699,36.3371165,,16.78431373,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_023.jpg,,,,6,85.15645934,19.55603759,,21.92156863,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_024.jpg,,,,6,125.6,32.41630168,,39.45098039,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_025.jpg,,,,4,227.5526083,20.2429311,,33.46405229,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_026.jpg,,,,6,69.27346939,38.3229687,,16.23529412,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_027.jpg,,,,6,58.77303371,21.16750422,,22.54901961,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_028.jpg,,,,5,37.02861536,10.48462592,,12.5,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_029.jpg,,,,3,96.78562816,14.98685395,,32.54901961,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_030.jpg,,,,6,87.14285714,22.01546641,,33.01960784,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_031.jpg,,,,6,186.4576998,36.74893031,,18,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_032.jpg,,,,6,54.53947587,37.57448421,,,13.79084967,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_033.jpg,,,,6,65.08623597,27.9936034,,27.76470588,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_034.jpg,,,,6,32.89581646,36.90140845,,53.21568627,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_035.jpg,,,,6,98.77663934,27.8269931,,16.8627451,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_036.jpg,,,,5,37.95149266,15.00680968,,15,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_037.jpg,,,,6,112.031746,6.07130055,,11.52941176,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_038.jpg,,,,6,54.32748538,28.62539143,,48.78431373,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_039.jpg,,,,6,50.24788177,29.07618808,,48.47058824,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_040.jpg,,,,5,136.2634872,46.92989795,,16.32352941,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_041.jpg,,,,6,205.6401887,34.00818794,,38.07843137,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_042.jpg,,,,6,84.46537718,31.90461514,,9.647058824,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_043.jpg,,,,6,84.59807174,33.75858367,,45.1372549,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_044.jpg,,,,6,92.73483358,15.17818175,,30.98039216,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_045.jpg,,,,5,75.90780847,21.42857143,,,13.80392157,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_046.jpg,,,,6,58.14059254,29.69046049,,20.90196078,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_047.jpg,,,,6,54.90086755,11.43812709,,11.33333333,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_048.jpg,,,,6,63.99469331,44.72708895,,23.92156863,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_049.jpg,,,,6,97.7224187,49.7063501,,27.88235294,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_050.jpg,,,,6,82.72109362,17.98040185,,16,,Simetria
paso1_procesamientoImagenes/imagesVibrant\Vibrante_001.jpg,,,,6,42.00466188,42.37874806,,22.50980392,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_002.jpg,,,,6,124.0363636,16.18874988,,30,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_003.jpg,,,,5,52.36492745,42.67054235,,21.61764706,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_004.jpg,,,,6,145.69988,22.41385042,,13.80392157,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_005.jpg,,,,6,226.0669213,18.94026841,,46.66666667,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_006.jpg,,,,1,0,,50.33557047,,29.21568627,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_007.jpg,,,,6,154.7348584,48.85338819,,37.41176471,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_008.jpg,,,,6,196.8115844,43.17292431,,24.19607843,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_009.jpg,,,,3,16.01185771,,55.20501056,32.05882353,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_010.jpg,,,,3,15.97928094,37.33905579,,25.29411765,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_011.jpg,,,,6,176.9971669,60.26156245,,43.68627451,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_012.jpg,,,,6,159.7713745,29.54488387,,22.31372549,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_013.jpg,,,,6,77.57306462,62.94675224,,25.7254902,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_014.jpg,,,,5,183.0000041,40.54284759,,,73.92156863,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_015.jpg,,,,5,18.84021197,27.06285559,,30.98039216,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_016.jpg,,,,6,133.3767217,62.89733162,,20.35294118,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_017.jpg,,,,6,73.85856895,27.05092961,,34.90196078,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_018.jpg,,,,6,83.75429916,49.6541818,,27.84313725,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_019.jpg,,,,6,50.91868132,36.86936977,,37.41176471,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_020.jpg,,,,6,270.4562408,60.17956222,,16.82352941,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_021.jpg,,,,5,181.0236714,35.98098183,,8.87254902,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_022.jpg,,,,6,150.9082339,28.61247491,,25.09803922,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_023.jpg,,,,5,249.9361937,24.53632691,,40.78431373,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_024.jpg,,,,6,156.7345192,49.93152367,,15.84313725,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_025.jpg,,,,4,232.3591837,49.70334928,,33.39869281,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_026.jpg,,,,6,108.6558442,46.91129019,,14.94117647,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_027.jpg,,,,6,127.1578947,19.70720721,,25.25490196,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_028.jpg,,,,6,28.64147366,18.97198383,,27.01960784,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_029.jpg,,,,3,13.25,39.01494901,,18.62745098,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_030.jpg,,,,6,81.24470546,25.68663037,,34.58823529,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_031.jpg,,,,4,129.1869919,34.65185185,,19.1503268,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_032.jpg,,,,6,87.06557753,30.75505666,,28.43137255,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_033.jpg,,,,4,36.50451959,34.48074611,,26.60130719,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_034.jpg,,,,4,18.85714286,51.95195195,,37.90849673,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_035.jpg,,,,6,92.26165732,26.99366268,,43.96078431,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_036.jpg,,,,5,22.81617647,13.68005961,,31.12745098,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_037.jpg,,,,6,100.5875831,38.86538462,,25.88235294,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_038.jpg,,,,6,25.42874296,22.43330869,,35.64705882,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_039.jpg,,,,6,141.9116143,52.48401041,,43.60784314,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_040.jpg,,,,4,27.62903226,69.72934473,,20.91503268,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_041.jpg,,,,6,196.5451789,40.99972203,,20,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_042.jpg,,,,6,216,16.79391316,,38.2745098,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_043.jpg,,,,6,139.9769231,9.155385677,,46.03921569,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_044.jpg,,,,4,11.51654797,20.0886146,,30.91503268,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_045.jpg,,,,2,21.69199595,,100,,15.39215686,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_046.jpg,,,,5,24.94578446,35.54059922,,31.42156863,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_047.jpg,,,,6,116.3802568,39.3555362,,9.960784314,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_048.jpg,,,,5,105.75,38.94009217,,,7.333333333,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_049.jpg,,,,6,47.27825537,21.29462002,,31.21568627,,Tercios
paso1_procesamientoImagenes/imagesVibrant\Vibrante_050.jpg,,,,6,63.02824859,31.3296764,,26.82352941,,Tercios
