image_path,hueColorPrincipal,saturationColorPrincipal,brightnessColorPrincipal,num_colors,avg_hue_diff,avg_saturation,avg_pure_saturation,avg_lightness,avg_pure_lightness,Jerarquia
paso1_procesamientoImagenes/testImages\Minimalista_08.jpg,218.86363636363635,45.360824742268036,38.03921568627452,6,84.26666666666668,36.788190196558205,,30.0,,Espiral
paso1_procesamientoImagenes/testImages\Minimalista_08.jpg,218.86363636363635,45.360824742268036,38.03921568627452,6,62.40161943319837,31.540025214779433,,34.90196078431372,,Diagonal
paso1_procesamientoImagenes/testImages\Minimalista_08.jpg,218.86363636363635,45.360824742268036,38.03921568627452,5,103.27666956699215,27.998297349482176,,27.30392156862745,,Simetría
paso1_procesamientoImagenes/testImages\Minimalista_08.jpg,218.86363636363635,45.360824742268036,38.03921568627452,6,116.24197044334976,14.295806072950663,,17.843137254901965,,Tercios
paso1_procesamientoImagenes/testImages\Minimalista_10.jpg,228.00000000000003,11.627906976744214,91.5686274509804,6,39.58522098056986,31.84571831198079,,27.333333333333336,,Espiral
paso1_procesamientoImagenes/testImages\Minimalista_10.jpg,228.00000000000003,11.627906976744214,91.5686274509804,4,56.97594501718216,32.42355155262805,,50.45751633986928,,Diagonal
paso1_procesamientoImagenes/testImages\Minimalista_10.jpg,228.00000000000003,11.627906976744214,91.5686274509804,6,47.74930875576041,44.31765759085705,,45.058823529411754,,Simetría
paso1_procesamientoImagenes/testImages\Minimalista_10.jpg,228.00000000000003,11.627906976744214,91.5686274509804,5,77.65838509316777,12.702265006805543,,47.40196078431373,,Tercios
paso1_procesamientoImagenes/testImages\Abstracto_15.jpg,2.3225806451612963,70.77625570776256,42.94117647058823,6,122.45378924049464,57.1430458625832,,10.43137254901961,,Espiral
paso1_procesamientoImagenes/testImages\Abstracto_15.jpg,2.3225806451612963,70.77625570776256,42.94117647058823,6,44.7423755766673,37.340369376683874,,22.980392156862752,,Diagonal
paso1_procesamientoImagenes/testImages\Abstracto_15.jpg,2.3225806451612963,70.77625570776256,42.94117647058823,6,163.0870602265951,23.752571114127186,,27.725490196078425,,Simetría
paso1_procesamientoImagenes/testImages\Abstracto_15.jpg,2.3225806451612963,70.77625570776256,42.94117647058823,6,102.34685083974584,38.84208097689498,,24.392156862745104,,Tercios
paso1_procesamientoImagenes/testImages\Abstracto_21.jpg,10.588235294117656,20.98765432098766,15.88235294117647,6,77.31678423083542,9.31798677305338,,24.156862745098046,,Espiral
paso1_procesamientoImagenes/testImages\Abstracto_21.jpg,10.588235294117656,20.98765432098766,15.88235294117647,6,130.15098039215687,37.51474064754916,,24.196078431372552,,Diagonal
paso1_procesamientoImagenes/testImages\Abstracto_21.jpg,10.588235294117656,20.98765432098766,15.88235294117647,6,72.61995107520764,11.241557335528816,,23.960784313725487,,Simetría
paso1_procesamientoImagenes/testImages\Abstracto_21.jpg,10.588235294117656,20.98765432098766,15.88235294117647,6,123.54353369763207,26.28806195066229,,23.019607843137248,,Tercios
